College Name,State,District/City,Departments,Department Count
"Arts, Commerce & Science College, Chikhaldara",Maharashtra,Amravati,Arts; Commerce; Science,3
"Arts, Commerce & Science College, Palus -416 310 Tal- Palus , Dist-Sangli",Maharashtra,Sangli,Arts; Commerce; Science,3
"Arts, Commerce & Science College, PUSEGAON-415 502 Tal-Khatav, Dist-Satara",Maharashtra,Satara,Arts; Commerce; Science,3
"Arts, Commerce & Science College, Sv.No 132/12, Saraswati Nagar, GADHINGLAJ-416 502Tal-Gadhinglaj, Dist- Kolhapur",Maharashtra,Kolhapur,Arts; Commerce; Science,3
"Arts, Commerce & Science College,KOWAD-416 508 Tal-Chandgad Dist-Kolhapur",Maharashtra,Kolhapur,Arts; Commerce; Science,3
"Arts, Commerce & Science Mahavidyalaya,ASURLE-PORLE –416 230",Maharashtra,Kolhapur,Arts; Commerce; Science,3
"Arts, Commerce & Science Mahila Mahavidyala, Kasaba Beed, Tal-Karveer,Dist-Kolhapur",Maharashtra,Kolhapur,Arts; Commerce; Science,3
"Arts, Commerce & Science Mv., Chikhaldara",Maharashtra,Amravati,Arts; Commerce; Science,3
"Arts, Commerce & Science Mv., Kiran Nagar, Amravati",Maharashtra,Amravati,Arts; Commerce; Science,3
"Arts, Commerce And Science College, Pimpalner",Maharashtra,Dhule,Arts; Commerce; Science,3
"Arts, Science & Commerce College, Badnapur, Place- Badanapur, Taluka -Badnapur",Maharashtra,Jalna,Arts; Commerce; Science,3
"Arts, Science And Commerce College, Naldurg, Place- Tuljapur City, Taluka - Tuljapur",Maharashtra,Osmanabad,Arts; Commerce; Science,3
"Arts,Commerce & Science College Mahura Tal. Jafrabad Dist Jalna",Maharashtra,Jalna,Arts; Commerce; Science,3
Aruna Manharlal Shah Institute of Management and Research,Maharashtra,Mumbai,Management,1
"Asara Samajik Sanstha Kalyan Sanchalit Arts, Commerce and Science Night College, Ambadi- Tal. Bhiwandi",Maharashtra,Thane,Arts; Commerce; Science,3
"Asha College of Special Education, Kodoli – Rahimatpur Road, SATARA – 415 004",Maharashtra,Satara,Education,1
"Ashadeep AdHyapak Mahavidyalaya, Nallasopar",Maharashtra,Palghar,Education,1
Ashok Gramin Shikshan Sanstha Arts Commerce and Science,Maharashtra,Ahmednagar,BSc,1
"Ashok Institute of Engineering & Technology(Polytechnic), Shrirampur.",Maharashtra,Ahmednagar,Chemical Engineering; Civil Engineering; Computer Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
Ashoka Education Foundation Ashoka Center for Business & Computer Studies,Maharashtra,Nashik,BSc; MCA,2
"Ashokrao Mane College of Pharmacy, Peth-Vadgaon-416112, Tal. Hatkanangale, Dist. Kolhapur",Maharashtra,Kolhapur,Pharmacy,1
"Ashti Taluka Shikshan Prasarak Mandals, Arts, Commerce And Science College, Ashti. Jamkhed Road. Ashti",Maharashtra,Beed,Arts; Commerce; Science,3
Asian Academy Of Education And Research Asian College of Science And Commerce,Maharashtra,Pune,BSc; MCA,2
Asmita College of Arts & Commerce for Women,Maharashtra,Mumbai,Arts; Commerce,2
"Asmita College of Law, Vikhroli",Maharashtra,Mumbai,Law,1
"ASPM's K. T. Patil College Of Pharmacy, Osmanabad",Maharashtra,Osmanabad,Pharmacy,1
"Astitva College Of Computer Science, Sanza Road, Osmanabad",Maharashtra,Osmanabad,Computer Science; Science,2
"Atharva College of Engineering, Malad",Maharashtra,Mumbai,Engineering,1
"Atharva College of Engineering,Malad(West),Mumbai",Maharashtra,Mumbai,Engineering/BTech,1
Atharva College of Hotel Management & Catering Technology,Maharashtra,Mumbai,Hotel Management; Management,2
Atharva Institute of Management Studies,Maharashtra,Mumbai,Management,1
Audyogik Shikshan Mandal College of Commerce Science and Information Technolgy,Maharashtra,Pune,BSc; MCA,2
Audyogik Shikshan Mandals Institute of Management & Computer Studies (IMCOST,Maharashtra,Mumbai,Management,1
Audyogik Tantra Shikshan Sanstha ATSS College of Business studies & computer application,Maharashtra,Pune,BSc; MCA,2
Audyogik Tantra Shikshan Sanstha Institute of Industrial & Computer Management & Research ( IICMR ),Maharashtra,Pune,MCA,1
"Aurangabad B. Ed. College, Place- Aurangabad City (Municipal Corp. Area) , Taluka - Aurangabad City",Maharashtra,Aurangabad,Education,1
Aurangabad College Of Engineering,Maharashtra,Aurangabad,Engineering,1
"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad",Maharashtra,Aurangabad,Engineering/BTech,1
"Ayojan School of Architecture and Design, Pune",Maharashtra,Pune,Architecture; Interior Design and Decoration,2
"Azad College of Education, Camp SATARA-415 001",Maharashtra,Satara,Education,1
"Azad Mahavidyalaya, Ausa Tq. Ausa Dist. Latur-413520",Maharashtra,Hingoli,Arts; Commerce; Science,3
B College of Arts & Commerce for Women,Maharashtra,Thane,Arts; Commerce,2
"B. N. N. College Arts, Science & Commerce",Maharashtra,Thane,Arts; Commerce; Science,3
"B. Raghunath Arts, Commerce & Science College Parbhani",Maharashtra,Parbhani,Arts; Commerce; Science,3
"B. S. P. M B. Ed. College (Special Education), Place- Ambajogai City, Taluka -Ambajogai",Maharashtra,Beed,Education,1
"B.A. Alias Bhaisaheb Sawant Mahavidyalaya, Sawarde. B.A. Alias Bhaisaheb Sawant B.Ed. College, Sawarde",Maharashtra,Ratnagiri,Education,1
"B.B.Arts, N.B. Commerce & B.P,. Science Mv., Digras",Maharashtra,Yavatmal,Arts; Commerce; Science,3
B.D. Parvekar Mv. Pandarkawda,Maharashtra,Yavatmal,Arts,1
B.E. Society Daund Lt.K.G.Kataria College,Maharashtra,Pune,BSc,1
B.E.S. Sant Gadge Maharaj College of Commerce & Economics,Maharashtra,Mumbai,Commerce,1
"B.Ed. College PETH VADGAON-416112 Tal: Hatkanangale, Dist: Kolhapu",Maharashtra,Kolhapur,Education,1
"B.N. College of Engg., Pusad",Maharashtra,Yavatmal,Engineering,1
B.P. Marine Academy,Maharashtra,Raigad,Hotel Management; Marine Engineering; Nautical Science,3
B.Parvekar Mv. Pandharkawda,Maharashtra,Yavatmal,Arts,1
B.R. Harne College of Engineering & Technology,Maharashtra,Thane,Engineering,1
"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",Maharashtra,Thane,Engineering/BTech,1
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Maharashtra,Pune,Engineering/BTech,1
"B.R.D.I.K.& N.K.D. Mv., Badnera",Maharashtra,Amravati,Arts; Commerce; Science,3
"B.S. Bandekar College of Fine Arts, Sawantwad",Maharashtra,Sindhudurg,Arts,1
"Bab-E-Rehmat Education Trust, St. Marys B.Ed College",Maharashtra,Thane,Education,1
"Baba Naik Arts and Science College, Kokrud. Tal – Shirala, Dist-Sangli",Maharashtra,Sangli,Arts; Science,2
"Babaji Datey Kala Vanijya Mv., Yavatmal",Maharashtra,Yavatmal,Arts; Commerce,2
"Babasaheb Chitale College, BHILAWADI-416303 Tal- Palus Dist-Sangli",Maharashtra,Sangli,Arts,1
"Babasaheb Dhabekar Mv., Risod",Maharashtra,Washim,Arts; Commerce,2
Babasaheb Gawde Institute of Management Studies,Maharashtra,Mumbai,Management,1
"Babasaheb Khardekar College, Vengurla",Maharashtra,Sindhudurg,Arts; Commerce; Science,3
"Babasaheb Paranjape College Of Physical Education, Place- Ambajogai City, Taluka -Ambajogai",Maharashtra,Beed,Education; Physical Education,2
"Baburaoji Kale College Of Arts, Place- Ajintha, Taluka - Sillod",Maharashtra,Aurangabad,Arts,1
"Bahirji Smarak Mahavidyalaya, Vasmat Dist. Hingoli",Maharashtra,Hingoli,Arts; Commerce; Science,3
"Bahirji Smarak Senior College, Hatta Tq. Vasmat Dist. Hingoli",Maharashtra,Hingoli,Arts; Commerce; Science,3
"Bajaj Chandrapur Polytechnic, Chandrapur",Maharashtra,Chandrapur,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering; Mining and Mine Surveying,6
"Bajaj Institute of Technology, Wardha",Maharashtra,Wardha,Engineering/BTech,1
"Balasaheb Desai College, PATAN-415 206 Tal- Patan Dist- Satara",Maharashtra,Satara,Arts; Commerce; Computer Applications; Science,4
Balasaheb Thackeray Law College,Maharashtra,Raigad,Law,1
"Balbhim Arts, Science And Commerce College, Place- Beed City, Taluka - Beed",Maharashtra,Beed,Arts; Commerce; Science,3
"Ballarpur Institute of Technology & Jainuddin Zaweri Polytechnic, Chandrapur",Maharashtra,Chandrapur,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Food Technology; Mechanical Engineering; Mining Engineering,8
"Ballarpur Seva Samiti, Jainuddin Zaweri Polytechnic, Rampur Tukum, Mul, Dist. Chandrapur",Maharashtra,Chandrapur,Civil Engineering; Electrical Engineering; Mechanical Engineering,3
"Balwant College, VITA-415 311 Tal- Khanapur Dist-Sangli",Maharashtra,Sangli,Arts; BBA; Commerce; Computer Science; Science,5
"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",Maharashtra,Pune,Engineering/BTech,1
"Bansilal Ramnath Agarwal Charitable Trust (VIT, VIIT, ACS), Pune",Maharashtra,Pune,Artificial Intelligence; B.Sc. CS; BCA; Chemical Engineering; Computer Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; Instrumentation Engineering; MCA; Mechanical Engineering,11
"Bansilal Ramnath Agarwal Charitable Trust Vishwkarma Arts, Commerce and Science College",Maharashtra,Pune,BSc; MCA,2
Bansilal Ramnath Agarwal Charitable Trust's Vishwakarma Institute of Technology,Maharashtra,Pune,MCA,1
"Bapurao Deshmukh College of Engineering, Sevagram",Maharashtra,Wardha,Engineering/BTech,1
"Bapusaheb Patil Ekambekar Mahavidyalaya, Degloor Road, Udgir Dist. Latur",Maharashtra,Hingoli,Arts,1
"Barns College of Arts, Science & Commerce",Maharashtra,Raigad,Arts; Commerce; Science,3
"Barshi Shikshan Prasarak Mandal, Shriman Bhausaheb Zadbuke Institute of Polytechnic, Puri, Tal-Barshi, Solapur",Maharashtra,Solapur,Civil Engineering; Electrical Engineering; Mechanical Engineering,3
"BCA College Shivaji Nagar, Parbhani Dist. Parbhani",Maharashtra,Parbhani,BCA,1
Belapur Education Society Arts & Commerce College Belapur,Maharashtra,Ahmednagar,BSc,1
"Beleshwar Mahavidyalaya, Beleshwar Nagar, Parbhani Dist. Parbhani",Maharashtra,Parbhani,Nursing,1
"BGPS Mumbai College of Arts, Commerce & Science",Maharashtra,Mumbai,Arts; Commerce; Science,3
BGPS Mumbai Institute of Management & Research,Maharashtra,Mumbai,Management,1
Bhagubai Changu Thakur College of Law,Maharashtra,Raigad,Law,1
"Bhagwan Shikshan Prasarak Mandal Sanchalit, Shri Bhagwan College Of Pharmacy, Place- Aurangabad City (Municipal Corp. Area) , Taluka - Aurangabad Cit",Maharashtra,Aurangabad,Pharmacy,1
"Bhagwanbaba College of Education, Karegaon, Dist. Parbhani",Maharashtra,Parbhani,Education,1
"Bhagwant Institute of Technology, Barshi",Maharashtra,Solapur,Artificial Intelligence and Machine Learning; Civil Engineering; Computer Science and Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Mechanical Engineering,6
Bhagwantrao Shivaji Patil Mv. Paratwada,Maharashtra,Amravati,Arts; Commerce,2
Bhai Kishanrao Deshmukh Senior College,Maharashtra,Hingoli,Arts; Commerce; Physical Education,3
"Bhairavnath Education Society’s Shrimati Indumati Kasar Mahila Mahavidyalay, Adarki Budruk, Phaltan, Dist. Satara",Maharashtra,Satara,Education,1
"Bhanudasrao Chavan Arts, Science And Commerce College",Maharashtra,Jalna,Arts; Commerce; Science,3
"Bharat College of Engineering, Kanhor, Badlapur(W)",Maharashtra,Thane,Engineering/BTech,1
Bharat College Of Mass Communication & Journalism,Maharashtra,Jalna,Mass Communication and Journalism,1
"Bharat College Of Physical Education, Jalna",Maharashtra,Jalna,Education; Physical Education,2
"Bharat Friends Associations Bharat College of Arts & Commerce, Badlapur",Maharashtra,Thane,Arts; Commerce,2
"Bharat Shikshan Mandals Arts, Commerce and Science Senior College",Maharashtra,Ratnagiri,Arts; Commerce; Science,3
Bharat shikshan prasarak mandal Jaikranti College Of Computer Science & Managment Studies,Maharashtra,Pune,BSc; MCA,2
"Bharat Shikshan Sansthas,College Of Arts, Makni, Place- Makani, Taluka - Lohara",Maharashtra,Osmanabad,Arts,1
"Bharati Vidyapeeth College of Architecture, Belapure",Maharashtra,Thane,Architecture,1
"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Maharashtra,Thane,Engineering/BTech,1
BHARATI VIDYAPEETH COLLEGE OF HOTEL AND TOURISM MANAGEMENT STUDIES,Maharashtra,Thane,Management,1
"Bharati Vidyapeeth Deemed University & Institutes, Pune / Navi Mumbai / Kolhapur",Maharashtra,Pune,Architecture; Chemical Engineering; Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; MBA (IT); MCA; Mechanical Engineering,11
Bharati Vidyapeeth University's College of Architecture Pune,Maharashtra,Pune,Architecture,1
"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",Maharashtra,Pune,Engineering/BTech,1
"Bharati Vidyapeeth's College of Engineering, Kolhapur",Maharashtra,Kolhapur,Civil Engineering; Computer Engineering; Engineering/BTech; Mechanical Engineering,4
"Bharati Vidyapeeth's College of Engineering, Near Chitranagari, Morewadi, KOLHAPUR",Maharashtra,Kolhapur,Engineering,1
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Maharashtra,Pune,Engineering/BTech,1
"Bharati Vidyapeeth's Institute of Technology, Navi Mumbai",Maharashtra,Thane,Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering,6
"Bharati Vidyapeeth's New Law College, Rajwada Chowk, SANGLI-416 416",Maharashtra,Sangli,Law,1
"Bharati Vidyapeeth's Yashwantrao Chavan Law College, MALKAPUR KARAD, Dist: Satara",Maharashtra,Satara,Law,1
"Bharati Vidyapeeth's, New Law College, E Wing, Bharati Vidyapeeth Shaikshanik Sankul, S.V.No. 66/2, Near Chitranagari, Kolhapur-416013",Maharashtra,Kolhapur,Law,1
"Bharati Vidyapeeths College of Pharmacy, Navi Mumbai",Maharashtra,Thane,Pharmacy,1
Bharati Vidyapeeths Engineering College,Maharashtra,Thane,Engineering,1
"Bharati Vidyapeeth’s College of Pharmacy, Morewadi, Near Chitranagari, KOLHAPUR",Maharashtra,Kolhapur,Pharmacy,1
"Bharati Vidyapeeth’s Dr. Patangrao Kadam College, Sangliwadi, SANGLI-416 416",Maharashtra,Sangli,Arts; Commerce; Computer Science; Science,4
"Bharati Vidyapeeth’s Matoshri Bayabai Shripatrao Kadam Kanya Mahavidyalaya, KADEGAON-415304 Tal-Kadegaon Dist-Sangli",Maharashtra,Sangli,Arts; Commerce; Management; Science,4
"Bharatiy Jain Sanghtana Bharatiy Jain Sanghatana Arts, Science & Commerce College",Maharashtra,Pune,BSc,1
Bharatiya Vidya Bhavans Hazarimal Somani College of Arts & Science J.P. College of Commerce & Management Studies,Maharashtra,Mumbai,Arts; Commerce; Management; Science,4
"Bharatratna Dr.A P J Kalam College Of Architecture,Place- Chikalthana, Taluka - Aurangabad City",Maharashtra,Aurangabad,Architecture,1
"Bharti Vidyaapeeth's Jawaharlal Nehru Institute of Technology, Pune",Maharashtra,Pune,Chemical Engineering; Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,6
Bharti Vidyapeeths Institute of Management & Information Technology,Maharashtra,Thane,Information Technology; Management,2
Bharti Vidyapeeths Institute of Management & Studies & Research,Maharashtra,Mumbai,Management,1
"Bhartiya Education/Social Charitable Trust, Sheth Shri Otarmal Sheshmal Parmar College Of Diploma Engg, Velshet-Nagothane,Raigad",Maharashtra,Raigad,Artificial Intelligence; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,6
"Bhartiya Mv., Amravati",Maharashtra,Amravati,Arts; Commerce; MBA; Science,4
"Bhartiya Mv., Morshi",Maharashtra,Amravati,Arts; Commerce,2
"Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai",Maharashtra,Mumbai,Engineering/BTech,1
"Bhaurao Patil College of Bioinformatics & I.T., Hingoli Dist. Hingoli",Maharashtra,Hingoli,Bioinformatics; Information Technology,2
"Bhaurao Patil College of Computer Science & IT, Shivaji nagar, Hingoli Dist. Hingoli",Maharashtra,Hingoli,Computer Science; Science,2
"Bhausaheb Nene Arts, Science & Commerce College",Maharashtra,Raigad,Arts; Commerce; Science,3
Bhavans College,Maharashtra,Mumbai,Arts; Commerce; Management; Mass Communication; Science,5
Bhavans Sardar Patel College of Engineering (Aided),Maharashtra,Mumbai,Education; Engineering,2
"Bhavans Sardar Patel Institute of Technology, (Non Aided",Maharashtra,Mumbai,Education,1
Bhavna Trusts Junior & Degree College of Commerce & Science,Maharashtra,Mumbai,Commerce; Science,2
"Bhimrao Pradhan College of Arts, Science & Commerce, Shahapur",Maharashtra,Thane,Arts; Commerce; Science,3
"Bhimrao Shinde Arts, Commerce & Science Mahila Mahavidyalaya, WAI, Tal. Wai, Dist. Satara",Maharashtra,Satara,Arts; Commerce; Science,3
"Bhivrabai Sawant Polytechnic, Wagholi, Pune",Maharashtra,Pune,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering,6
"Bhiwsan Patil Shinde Shikshan Gramin Vikas & Bahu Sanstha,Shinde Polytechnic, Anjani Bk Tal: Mehkar, Dist: Buldhana",Maharashtra,Buldhana,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
"Bhogawati Mahavidyalaya KURUKALI-416 001 Tal:Karveer, Dist:Kolhapur",Maharashtra,Kolhapur,Arts; Commerce; Science,3
"Bill Gates Institute Of Computer Science And Management, Place- Osmanabad, Taluka -Osmanaba",Maharashtra,Osmanabad,Computer Science; Management; Science,3
"Birla College, Kalyan",Maharashtra,Thane,Arts; Commerce; Information Technology; Management (BMS); Mass Media; Science,6
"BMSPM's Ashokrao Mane Polytechnic, Vathar Tarf Vadgaon",Maharashtra,Kolhapur,Artificial Intelligence; Automobile Engineering; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Computer Engineering; Mechanical Engineering,7
Bombay Bunts Associations Bunts College of Higher Education (Night College),Maharashtra,Thane,Education,1
